Rank,Name,Platform,Year,Genre,Publisher
8808,Metal Slug Anthology,WII,2006,SHOOTER,Ignition Entertainment
10705,Naruto Shippuden: Gekito Ninja Taisen! EX,WII,2007,FIGHTING,Takara Tomy
512,Command & Conquer: Red Alert,PC,1996,STRATEGY,Virgin Interactive
8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010,ACTION,Activision
14956,Cold War,XB,2005,SHOOTER,DreamCatcher Interactive
1570,Yokai Watch 3,_3DS,2016,ACTION,Level 5
394,Crash Bash,PS,2000,MISC,Sony Computer Entertainment
10544,Capcom vs. SNK 2 EO,XB,2003,FIGHTING,Capcom
8922,The Incredible Hulk: Ultimate Destruction,GC,2005,ACTION,Vivendi Games
9968,Arctic Thunder,XB,2001,RACING,Midway Games
14984,Star Trek Online,PC,2010,ROLEPLAYING,Atari
6852,The Lord of the Rings: Aragorn's Quest,WII,2010,ACTION,Warner Bros. Interactive Entertainment
5866,Zoo Tycoon 2 DS,DS,2008,STRATEGY,THQ
9382,Bakugan: Battle Trainer,DS,2010,ACTION,Activision
4464,MX Unleashed,XB,2004,RACING,THQ
1298,LittleBigPlanet PS Vita,PSV,2012,PLATFORM,Sony Computer Entertainment
877,NBA Street Vol. 2,PS2,2003,SPORTS,Electronic Arts
5863,The Dukes of Hazzard II: Daisy Dukes It Out,PS,N/A,RACING,Unknown
12811,Impact Racing,PS,1996,RACING,JVC
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001,PLATFORM,Swing! Entertainment
5265,CSI: Deadly Intent - The Hidden Cases,DS,2009,ADVENTURE,Ubisoft
11835,Busou Shinki: Battle Masters,PSP,2010,ACTION,Konami Digital Entertainment
12486,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,_3DS,2014,ACTION,Namco Bandai Games
11530,Tempest 3X,PS,1995,SHOOTER,Interplay
1878,Virtua Fighter 5,PS3,2007,FIGHTING,Sega
2013,WipEout Pure,PSP,2005,RACING,Sony Computer Entertainment
15787,Gummy Bears Magical Medallion,WII,2011,PLATFORM,Storm City Games
8155,Velvet Assassin,X360,2009,SHOOTER,DTP Entertainment
7028,Ultimate Band,DS,2008,MISC,Disney Interactive Studios
13110,Winter Sports 2011,PS3,2011,SPORTS,DTP Entertainment
2741,Turok,X360,2008,ACTION,Touchstone
5610,The Legend of Spyro: Dawn of the Dragon,X360,2008,PLATFORM,Vivendi Games
16539,Patrician IV: Gold Edition,PC,2011,MISC,Kalypso Media
16264,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,MISC,Naxat Soft
4719,LEGO Jurassic World,PSV,2015,ACTION,Warner Bros. Interactive Entertainment
6448,"Barbie: Jet, Set & Style!",WII,2011,MISC,THQ
2798,Classic NES Series: Donkey Kong,GBA,2004,PLATFORM,Nintendo
14574,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,MISC,Konami Digital Entertainment
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,MISC,Square Enix
1364,Dead Space,X360,2008,ACTION,Electronic Arts
4625,Dr. Mario 64,N64,2001,PUZZLE,Nintendo
7478,NCAA Football 10,PSP,2009,SPORTS,Electronic Arts
5120,Rage,PC,2011,SHOOTER,Bethesda Softworks
9834,College Hoops 2K6,X360,2006,SPORTS,Take-Two Interactive
1832,Spider-Man 2,XB,2004,ACTION,Activision
16066,Super Robot Taisen XO,X360,2006,STRATEGY,Banpresto
14345,Dodge Racing: Charger vs Challenger,DS,2009,RACING,Zushi Games
15742,Football Manager 2007,X360,N/A,SPORTS,Sega
14300,Accel World: Ginyoku no Kakusei,PS3,2012,ADVENTURE,Namco Bandai Games
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,2007,ADVENTURE,Datam Polystar
9451,NBA 08,PS3,2007,SPORTS,Sony Computer Entertainment
3907,Dragon Ball: Raging Blast,X360,2009,FIGHTING,Namco Bandai Games
647,Tetris Plus,PS,1996,PUZZLE,JVC
12171,Rapala Pro Bass Fishing 2010,PSP,2010,SPORTS,Activision
2819,Avatar: The Game,WII,2009,ACTION,Ubisoft
3159,Castlevania,N64,1999,PLATFORM,Konami Digital Entertainment
13593,No Rules: Get Phat,GBA,2001,ACTION,TDK Mediactive
16150,Chokkan! Asonde Relaxuma,DS,2008,ACTION,Rocket Company
2930,IL-2 Sturmovik: Birds of Prey,PS3,2009,SIMULATION,505 Games
2824,Style Savvy: Trendsetters,_3DS,2012,SIMULATION,Nintendo
6645,Scrabble,PS,1999,MISC,Ubisoft
5951,Mah Jong Quest: Expeditions,DS,2007,PUZZLE,Avanquest
8159,Twisted Metal: Small Brawl,PS,N/A,ACTION,Unknown
9926,Deception IV: Blood Ties,PS3,2014,ACTION,Tecmo Koei
3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,ACTION,THQ
6157,Mega Man: Dr. Wily's Revenge,GB,1991,PLATFORM,Nintendo
11043,Rugby 2005,PS2,2005,SPORTS,Electronic Arts
15606,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,ADVENTURE,Victor Interactive
1896,Prince of Persia,PS3,2008,ACTION,Ubisoft
15612,Heavy Fire: Afghanistan,PC,2011,SHOOTER,Mastiff
1410,Disney Princess: Enchanted Journey,WII,2007,ADVENTURE,Disney Interactive Studios
4747,No More Heroes 2: Desperate Struggle,WII,2010,ACTION,Rising Star Games
7730,Demon Gaze,PSV,2013,ROLEPLAYING,Nippon Ichi Software
15355,Hakuoki: Shinkai - Furi no Shou,PSV,2015,ACTION,Idea Factory
8632,Just Dance: Disney Party,X360,2012,MISC,Ubisoft
15602,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,FIGHTING,Ignition Entertainment
3265,Strike Force Bowling,PS2,2004,SPORTS,Play It
11214,Might & Magic Heroes VII,PC,2015,STRATEGY,Ubisoft
8738,Burnout 2: Point of Impact,GC,2003,RACING,Acclaim Entertainment
15354,Chicken Hunter,DS,2007,SHOOTER,Phoenix Games
5293,Stunt Race FX,SNES,1993,RACING,Nintendo
7481,BeyBlade VForce: Super Tournament Battle,GC,2002,ACTION,Atari
9905,A.C.E.: Another Century's Episode Portable,PSP,2011,SIMULATION,Namco Bandai Games
3995,Madden NFL 11,PS2,2010,SPORTS,Electronic Arts
13498,Nobunaga's Ambition (3DS),_3DS,2013,SIMULATION,Tecmo Koei
14085,Assassin's Creed Chronicles: China,PS4,2015,ACTION,Ubisoft
869,Rad Racer,NES,1986,RACING,Nintendo
9640,Transformer: Rise of the Dark Spark,PS3,2014,ACTION,Activision
4590,Famicom Mini: Super Mario Bros. 2,GBA,2004,PLATFORM,Nintendo
4115,Go Diego Go! Great Dinosaur Rescue,DS,2008,ACTION,Take-Two Interactive
4574,Valkyrie Profile: Covenant of the Plume,DS,2008,ROLEPLAYING,Square Enix
5321,Guitar Hero: Metallica,PS2,2009,MISC,Activision
11256,Princess Maker 2,SAT,1995,SIMULATION,Micro Cabin
3668,SD Gundam G Generation Zero,PS,1999,STRATEGY,Namco Bandai Games
15749,Summer Challenge: Athletics Tournament,WII,2011,SPORTS,PQube
5774,Little King's Story,WII,2009,STRATEGY,Rising Star Games
140,Kinect Sports,X360,2010,SPORTS,Microsoft Game Studios
214,Diddy Kong Racing,N64,1997,RACING,Nintendo
13880,Stolen,PS2,2005,ACTION,Hip Interactive
4172,Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,WII,2011,ROLEPLAYING,Square Enix
10173,ESPN NHL Hockey,XB,2003,SPORTS,Sega
8511,Godzilla Unleashed,WII,2007,FIGHTING,Atari
9792,DiRT 2,DS,2009,RACING,Codemasters
7704,Conan,X360,2007,ACTION,THQ
2950,Moto Racer 2,PS,1997,RACING,Electronic Arts
62,Call of Duty: Ghosts,X360,2013,SHOOTER,Activision
9613,Drome Racers,PS2,2002,RACING,Electronic Arts
1487,Dark Souls II,PS3,2014,ROLEPLAYING,Namco Bandai Games
5196,Mobile Suit Z-Gundam,PS,1997,ACTION,Namco Bandai Games
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,PUZZLE,Astragon
32,Call of Duty: Black Ops,X360,2010,SHOOTER,Activision
1246,Football Manager 2012,PC,2011,SPORTS,Sega
479,The Sims 4,PC,2014,SIMULATION,Electronic Arts
2762,Sega Superstars Tennis,DS,2008,SPORTS,Sega
9900,Hatsune Miku: Project Diva X,PSV,2016,MISC,Sega
14154,Trap Gunner: Countdown to Oblivion,PS,1998,STRATEGY,Konami Digital Entertainment
7356,Conflict Zone,PS2,2002,STRATEGY,Ubisoft
9947,Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,ACTION,Vivendi Games
8910,Super Street Fighter II,GEN,1993,FIGHTING,Capcom
16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,ACTION,Broccoli
13323,Jonah Lomu Rugby Challenge,PC,2011,SPORTS,Home Entertainment Suppliers
2886,WWF Attitude,N64,1999,FIGHTING,Acclaim Entertainment
6566,Sega Rally Revo,PSP,2007,RACING,Sega
10153,Hot Wheels Velocity X,GC,2002,RACING,THQ
16184,Resistance Dual Pack,PS3,2011,SHOOTER,Sony Computer Entertainment
3550,Bratz 4 Real,DS,2007,ADVENTURE,THQ
12715,Senritsu no Stratus,PSP,2011,ROLEPLAYING,Konami Digital Entertainment
7514,SD Gundam GNext,SNES,1995,STRATEGY,Namco Bandai Games
10752,Disney Sing It! High School Musical 3: Senior Year,X360,2009,MISC,Disney Interactive Studios
7200,Mega Man Zero 3,GBA,2004,PLATFORM,Capcom
10013,Karaoke Revolution Presents American Idol Encore 2,PS3,2008,MISC,Konami Digital Entertainment
1627,Bayonetta,PS3,2009,ACTION,Sega
5200,NHL 2K10,WII,2009,SPORTS,Take-Two Interactive
9346,Bratz,GBA,2002,PLATFORM,Ubisoft
4274,Star Wars The Clone Wars: Republic Heroes,PS3,2009,ACTION,LucasArts
14942,Serious Sam Advance,GBA,2004,SHOOTER,Global Star
2095,Oddworld: Abe's Exoddus,PS,1998,PLATFORM,GT Interactive
13261,Secret Service,X360,2008,ACTION,Activision Value
4476,TimeSplitters 2,GC,2002,SHOOTER,Eidos Interactive
12804,Grand Kingdom,PS4,2015,ROLEPLAYING,Nippon Ichi Software
4012,Epic Mickey 2: The Power of Two,PS3,2012,ACTION,Disney Interactive Studios
4145,Cars: Race-O-Rama,DS,2009,RACING,THQ
8102,Gokujou Parodius,SNES,1994,SHOOTER,Konami Digital Entertainment
13256,Growlanser VI: Precarious World,PS2,2007,ROLEPLAYING,Atlus
6855,Grand Slam Tennis 2,PS3,2012,SPORTS,Electronic Arts
7587,Spy Hunter,GC,2002,RACING,Midway Games
7666,Soldier of Fortune: Payback,X360,2007,SHOOTER,Activision
14372,Guilty Gear XX Accent Core Plus,WII,2009,FIGHTING,PQube
707,Paper Mario: Sticker Star,_3DS,2012,ROLEPLAYING,Nintendo
12356,R-Types,PS,1998,SHOOTER,Virgin Interactive
463,Rayman,PS,1995,PLATFORM,Ubisoft
7885,ESPN International Track & Field,PS2,2000,SPORTS,Konami Digital Entertainment
10275,Animal Planet: Vet Life,DS,2009,SIMULATION,Activision
4769,Jikkyou Powerful Pro Yakuu '94,SNES,1994,SPORTS,Konami Digital Entertainment
8232,Open Season,GC,2006,PLATFORM,Ubisoft
11100,The Mummy: Tomb of the Dragon Emperor,WII,2008,ACTION,Vivendi Games
15063,DemiKids: Dark Version,GBA,2002,ROLEPLAYING,Atlus
4146,Emergency Heroes,WII,2008,RACING,Ubisoft
5519,Battle Dodge Ball,SNES,1991,SPORTS,Banpresto
2167,Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,ACTION,Capcom
12437,Puzzler Collection,WII,2008,PUZZLE,Ubisoft
7015,ESPN NHL Hockey,PS2,2003,SPORTS,Sega
442,Spider-Man,PS,2000,ACTION,Activision
806,Ghostbusters: The Video Game (DS Version),PS3,2010,ACTION,Take-Two Interactive
2236,Castlevania II: Simon's Quest,NES,1987,PLATFORM,Konami Digital Entertainment
5766,Calvin Tucker's Redneck Jamboree,WII,2008,MISC,Zoo Games
6330,Ty the Tasmanian Tiger,GC,2002,PLATFORM,Electronic Arts
8459,Mr. Do!'s Castle,_2600,1983,ACTION,Parker Bros.
2438,Tiger Woods PGA Tour 2005,XB,2004,SPORTS,Electronic Arts
9461,Indianapolis 500 Legends,WII,2007,RACING,Destineer
6027,Xena: Warrior Princess - The Talisman of Fate,N64,1999,FIGHTING,Titus
3066,Jikkyou World Soccer 2000 Final Edition,PS2,2000,SPORTS,Konami Digital Entertainment
3054,NFL Street,XB,2004,SPORTS,Electronic Arts
12066,My Horse & Me: Riding for Gold,DS,2008,SPORTS,Atari
15879,Dinotopia: The Sunstone Odyssey,GC,N/A,ACTION,Unknown
8382,G-Force,X360,2009,ACTION,Disney Interactive Studios
14338,Alter Ego,PC,1985,SIMULATION,Activision
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008,MISC,MTV Games
6439,Sonic X: Game Boy Advance Video Volume 1,GBA,2004,MISC,N/A
11222,Wizardry: Tale of the Forsaken Land,PS2,2001,ROLEPLAYING,Ubisoft
13400,Hiiro no Kakera DS,DS,2008,ADVENTURE,Idea Factory
15092,Left 4 Dead,PC,2008,SHOOTER,Electronic Arts
12718,Titan Quest,PC,2006,ROLEPLAYING,THQ
6496,Star Trek: Invasion,PS,2000,SIMULATION,Activision
9452,The Smurfs 2,X360,2013,PLATFORM,Ubisoft
9165,Monster House,GC,2006,ADVENTURE,THQ
202,Resident Evil,PS,1996,ACTION,Virgin Interactive
6735,F1 2000,PS,2000,RACING,Electronic Arts
8941,Disney's Donald Duck: Goin' Quackers,PS,2000,PLATFORM,Ubisoft
12520,The Legend of Heroes VII: The Trail of Blue,PSV,2014,ROLEPLAYING,Nihon Falcom Corporation
13633,NCIS,PC,2011,ADVENTURE,Ubisoft
2392,Beijing 2008,PS3,2008,SPORTS,Sega
4189,Automobili Lamborghini,N64,1997,RACING,Titus
9029,Casper: Spirit Dimensions,PS2,2001,PLATFORM,TDK Mediactive
3678,Tak and the Power of Juju,GBA,2003,PLATFORM,THQ
33,Pokemon X/Pokemon Y,_3DS,2013,ROLEPLAYING,Nintendo
490,Mass Effect,X360,2007,ROLEPLAYING,Microsoft Game Studios
15570,Mary King's Riding School 2,WII,2009,SIMULATION,Midas Interactive Entertainment
10836,Barnyard,PS2,2006,ACTION,THQ
15542,The Talos Principle,PS4,2015,PUZZLE,Devolver Digital
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,PLATFORM,Infogrames
9687,Star Trek: Conquest,WII,2007,STRATEGY,Bethesda Softworks
19,Super Mario World,SNES,1990,PLATFORM,Nintendo
648,Pro Wrestling,NES,1987,FIGHTING,Nintendo
10559,Dark Summit,XB,2001,SPORTS,THQ
13034,Plants vs. Zombies,PC,2009,STRATEGY,PopCap Games
5954,AMF Bowling 2004,XB,2003,SPORTS,Mud Duck Productions
12470,Grey's Anatomy: The Video Game,WII,2009,ADVENTURE,Ubisoft
6515,Riding Spirits,PS2,2002,RACING,BAM! Entertainment
10089,Super Swing Golf Season 2,WII,2007,SPORTS,Rising Star Games
2803,Madden NFL 10,WII,2009,SPORTS,Electronic Arts
2699,Lost Planet 2,X360,2010,SHOOTER,Capcom
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,SHOOTER,Ubisoft
2906,Tony Hawk's Underground,GC,2003,SPORTS,Activision
6163,Famista '92,NES,1991,SPORTS,Namco Bandai Games
16237,Broken Sword 5: The Serpent's Curse,XONE,2015,ADVENTURE,Revolution Software
9821,Densha De Go! 64,N64,1999,SIMULATION,Taito
7407,Shadow of Destiny,PS2,2001,ADVENTURE,Konami Digital Entertainment
10623,Dragonseeds,PS,1998,ACTION,Jaleco
4961,MLB 14: The Show,PS3,2014,SPORTS,Sony Computer Entertainment America
1474,WWF War Zone,N64,1998,FIGHTING,Acclaim Entertainment
1503,The Beatles: Rock Band,X360,2009,MISC,MTV Games
12347,Sherlock Holmes: Crimes & Punishments,X360,2014,ADVENTURE,Focus Home Interactive
3927,NHL 07,PS2,2006,SPORTS,Electronic Arts
1919,NCAA Football 14,X360,2013,SPORTS,Electronic Arts
8400,Batman Beyond: Return of the Joker,PS,2000,ACTION,Ubisoft
15394,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,MISC,Sega
1708,Resident Evil: Operation Raccoon City,PS3,2012,ACTION,Capcom
15197,Let's Play Flight Attendant,DS,2010,SIMULATION,Deep Silver
15933,Harukanaru Toki no Naka de 6,PSP,2015,ACTION,Tecmo Koei
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,MISC,D3Publisher
2852,Monster Hunter Tri,WIIU,2012,ROLEPLAYING,Nintendo
5160,Left 4 Dead 2,PC,2009,SHOOTER,Valve Software
9110,Risen,PC,2009,ROLEPLAYING,Deep Silver
5921,SimCity 4,PC,2003,SIMULATION,Electronic Arts
4974,Dance Party: Pop Hits,WII,2009,MISC,Nordic Games
15658,Ozzy & Drix,GBA,2003,PLATFORM,Midway Games
875,Grand Theft Auto: San Andreas,XB,2005,ACTION,Take-Two Interactive
1435,LEGO Harry Potter: Years 5-7,WII,N/A,ACTION,Warner Bros. Interactive Entertainment
11832,Pong / Asteroids / Yars' Revenge,GBA,2005,MISC,Zoo Digital Publishing
13788,Deadliest Warrior: Ancient Combat,PS3,2012,FIGHTING,Cloud Imperium Games Corporation
122,FIFA 12,PS3,2011,SPORTS,Electronic Arts
5525,F1 2013,X360,2013,RACING,Codemasters
11901,Monster Racers,DS,2009,RACING,Tecmo Koei
13609,Super Robot Taisen OG Infinite Battle,PS3,2013,FIGHTING,Namco Bandai Games
8266,True Crime: New York City,GC,2005,ACTION,Activision
9637,Freedom Fighters,GC,2003,SHOOTER,Electronic Arts
4327,Moshi Monsters: Moshlings Theme Park,DS,2012,MISC,Activision
14858,The King of Fighters: Maximum Impact - Maniax,XB,N/A,FIGHTING,Unknown
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,ACTION,Konami Digital Entertainment
12110,Alan Wake,PC,2012,ACTION,Nordic Games
16129,Monster Rancher Advance 2,GBA,2002,SIMULATION,Tecmo Koei
11150,Sengoku Basara 4: Sumeragi,PS3,2015,ACTION,Capcom
4541,EverQuest Online Adventures,PS2,2003,ROLEPLAYING,Sony Online Entertainment
9745,Lunar: Dragon Song,DS,2005,ROLEPLAYING,Rising Star Games
7312,Blue Dragon Plus,DS,2008,ROLEPLAYING,Ignition Entertainment
13106,Alias,XB,2004,ACTION,Acclaim Entertainment
14756,CID The Dummy,PSP,2009,PLATFORM,Oxygen Interactive
4477,Battlebots: Design & Destroy,GBA,2003,ACTION,Majesco Entertainment
4865,I-Ninja,PS2,2003,PLATFORM,Sony Computer Entertainment
3971,WWE 2K16,X360,2015,SPORTS,Take-Two Interactive
16130,Madden NFL 13,PS3,2012,SPORTS,Electronic Arts
9659,Horse Life,DS,2007,SIMULATION,Game Life
10665,Tom Clancy's Classic Trilogy,XB,2004,SHOOTER,Ubisoft
11429,Pretty Rhythm Rainbow Live: Kira Kira My * Design,_3DS,2013,MISC,Takara Tomy
5589,Golden Axe: Beast Rider,PS3,2008,ACTION,Sega
15981,Meiji Toukyou Renka: Twilight Kiss,PSP,2015,ACTION,Broccoli
866,E.T.: The Extra Terrestrial,_2600,1981,ACTION,Atari
15656,Disney Sports Basketball,GBA,2002,SPORTS,Konami Digital Entertainment
13656,Watashi no Relaxuma,DS,2007,SIMULATION,Rocket Company
3789,FIFA 12,PSP,2011,SPORTS,Electronic Arts
2838,Test Drive 6,PS,1999,RACING,Atari
6460,King's Field II,PS,1996,ROLEPLAYING,From Software
6550,Crash Nitro Kart,GC,2003,RACING,Vivendi Games
8251,Dungeon Siege III,PC,2011,ROLEPLAYING,Square Enix
13769,Motto TOEIC Test DS Training,DS,2008,MISC,IE Institute
7519,DarkStar One: Broken Alliance,X360,2010,SIMULATION,Kalypso Media
9231,MySims Collection,WII,2010,MISC,Electronic Arts
12705,Mirror's Edge,PC,2009,PLATFORM,Electronic Arts
1444,Alan Wake,X360,2010,ACTION,Microsoft Game Studios
13241,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,MISC,Takara Tomy
3269,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,FIGHTING,Namco Bandai Games
5596,Momotarou Dentetsu 20-Shuunen,DS,2008,MISC,Hudson Soft
7560,Pitfall: The Lost Expedition,PS2,2004,PLATFORM,Activision
8038,Ghostbusters: The Video Game,PSP,2009,ACTION,Atari
5703,Fuel,X360,2009,RACING,Codemasters
4960,Ice Age 2: The Meltdown,PS2,2006,PLATFORM,Vivendi Games
96,Crash Bandicoot 2: Cortex Strikes Back,PS,1997,PLATFORM,Sony Computer Entertainment
979,Dragon's Dogma,PS3,2012,ROLEPLAYING,Capcom
13783,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,FIGHTING,Marvelous Interactive
1233,The Simpsons Skateboarding,PS2,2002,SPORTS,Electronic Arts
11337,Famicom Mini: Adventure Island,GBA,2004,ACTION,Hudson Soft
16381,Luxor: Pharaoh's Challenge,DS,2007,PUZZLE,Funsta
10776,InuYasha: Secret of the Divine Jewel,DS,2007,ROLEPLAYING,Namco Bandai Games
12215,Fallout: Brotherhood of Steel,PS2,2004,ROLEPLAYING,Avalon Interactive
5431,Modnation Racers: Road Trip,PSV,2012,RACING,Sony Computer Entertainment
2015,MX vs. ATV Unleashed,PS2,2005,RACING,THQ
5497,Night at the Museum: Battle of the Smithsonian,WII,2009,ACTION,Majesco Entertainment
9297,Let's Play Ballerina,DS,2010,SPORTS,Deep Silver
8040,Amplitude,PS2,2003,MISC,Sony Computer Entertainment
12046,Dream Dance & Cheer,WII,2009,MISC,Zoo Games
15371,Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,ADVENTURE,Namco Bandai Games
6893,Samurai Warriors 4,PS4,2014,ACTION,Tecmo Koei
11291,Frantix,PSP,2005,PUZZLE,Ubisoft
14343,Exstetra,PSV,2013,ROLEPLAYING,FuRyu
5873,Tom Clancy's Splinter Cell 3D,_3DS,2011,ACTION,Ubisoft
9931,Harukanaru Augusta 2: Masters,SNES,1993,SPORTS,T&E Soft
12560,Carol Vorderman's Sudoku,PSP,2006,PUZZLE,Xplosiv
573,Medal of Honor Heroes,PSP,2006,SHOOTER,Electronic Arts
13690,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,RACING,Black Bean Games
1125,ESPN NFL 2K5,XB,2004,SPORTS,Sega
13218,Strikers 1945,SAT,1996,SHOOTER,Atlus
564,Final Fantasy XIII-2,PS3,2011,ROLEPLAYING,Square Enix
3245,Wild ARMs 3,PS2,2002,ROLEPLAYING,Ubisoft
6129,Yu-Gi-Oh! Double Pack,GBA,2006,ROLEPLAYING,Konami Digital Entertainment
6141,The King of Fighters '95,SAT,1995,FIGHTING,SNK Playmore
15895,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006,ACTION,Takara Tomy
53,Gran Turismo,PS,1997,RACING,Sony Computer Entertainment
13185,Furu Furu Park,WII,2007,MISC,Taito
5338,Def Jam Icon,X360,2007,ACTION,Electronic Arts
5035,Final Fantasy Adventure,GB,1991,ROLEPLAYING,SquareSoft
4542,Cool Boarders,PS,1996,SPORTS,Sony Computer Entertainment
7029,NBA 2K6,X360,2005,ACTION,Take-Two Interactive
8860,History Civil War: Secret Missions,PS2,2008,SHOOTER,Activision
10892,The Amazing Spider-Man (Console Version),WIIU,2013,ACTION,Activision
14576,NBA 08,PSP,2007,SPORTS,Sony Computer Entertainment
13913,Secret Files 2: Puritas Cordis,PC,2009,ADVENTURE,Deep Silver
15621,Ben 10 Omniverse 2,_3DS,2013,ACTION,Namco Bandai Games
12657,The Saboteur,PC,2009,ACTION,Electronic Arts
15346,TOCA Race Driver 3,PC,2006,RACING,Codemasters
5872,Disgaea 3: Absence of Detention,PSV,N/A,ROLEPLAYING,Nippon Ichi Software
11413,Seven Samurai 20XX,PS2,2004,ACTION,Sega
12730,Aggressive Inline,GC,2002,SPORTS,Acclaim Entertainment
13664,Virtua Tennis 4,PC,2011,SPORTS,Sega
1313,Medal of Honor: Warfighter,PS3,2012,ACTION,Electronic Arts
6194,Mega Man 7,SNES,1995,PLATFORM,Laguna
3938,Dishonored,PC,2012,ACTION,Bethesda Softworks
9635,Petz Puppyz & Kittenz,DS,2011,MISC,Ubisoft
5102,Major League Baseball 2K6,X360,2006,SPORTS,Spike
9480,Summon Night: Twin Age,DS,2007,ROLEPLAYING,Banpresto
8197,Summon Night 4,PS2,2006,ROLEPLAYING,Banpresto
500,Hot Shots Golf 3,PS2,2001,SPORTS,Sony Computer Entertainment
4023,Super Monkey Ball 3D,_3DS,2011,ACTION,Sega
6890,Ratchet & Clank: Going Commando (JP weekly sales),PS2,2003,ACTION,Sony Computer Entertainment
12494,EverQuest II: Destiny of Velious,PC,2011,ROLEPLAYING,Sony Online Entertainment
622,Pure,X360,2008,RACING,Disney Interactive Studios
13097,The Technomancer,PS4,2016,ROLEPLAYING,Focus Home Interactive
13177,Virtua Tennis 3,X360,2007,SPORTS,Sega
4006,Shrek SuperSlam,PS2,2005,ACTION,Activision
14336,Accel World: Ginyoku no Kakusei,PSP,2012,ADVENTURE,Namco Bandai Games
12092,NHL 2005,GC,2004,SPORTS,Electronic Arts
7221,The Suffering,XB,2004,ACTION,Midway Games
9924,Yakuza Kiwami,PS3,2016,ADVENTURE,Sega
11183,Brain Voyage,DS,2008,PUZZLE,Eidos Interactive
5490,Sonic Boom: Rise of Lyric,WIIU,2014,ACTION,Sega
2380,DiRT,X360,2007,RACING,Codemasters
6987,Me & My Katamari,PSP,2005,PUZZLE,Namco Bandai Games
12590,Resident Evil - Code: Veronica X,GC,2003,ACTION,Capcom
4375,Persona,PS,1995,ROLEPLAYING,Atlus
13707,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,ROLEPLAYING,Spike
9021,Fast Food Panic,DS,2010,SIMULATION,Nobilis
9769,The X Files: Resist or Serve,PS2,2004,ADVENTURE,Vivendi Games
